,Article Name,view_count,size,min_size,max_size,Article Namespace,page_namespace,page_title,date,edits,minor_edits,view_count_talk,size_talk,min_size_talk,max_size_talk,Article Namespace_talk,page_namespace_talk,page_title_talk,date_talk,edits_talk,minor_edits_talk
10095496,Ulasli_Sixli,1.0,10662.0,10662.0,10662.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
983195,Mac_OS_X_4,1.0,29258.0,29258.0,29258.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
551946,First-countable,2.0,9579.0,9577.0,9581.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3310516,Musique_Non-Stop,9.0,14329.0,12736.0,25480.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3353691,PIK3R1,18.0,152592.0,13409.0,1098054.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6954663,U.S._political_divisions_education,1.0,6537.0,6537.0,6537.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8336555,Horizontal_parity-check_bit,1.0,6527.0,6527.0,6527.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7141951,Maja_matev%C3%85%C2%BEi%C3%84%C2%8D,1.0,6555.0,6555.0,6555.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9699528,DAYTIME,1.0,8781.0,8781.0,8781.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
435290,Der_Fliegende_Holl%C3%A4nder,1.0,23819.0,23819.0,23819.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7962726,Silvo_Poljan%C5%A1ek,2.0,7909.0,7903.0,7916.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2711796,UCLA%E2%80%93USC%20rivalry,1.0,13904.0,13904.0,13904.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9709388,E._F._Clarke,1.0,11742.0,11742.0,11742.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
665461,Harry_Drobish,1.0,6504.0,6504.0,6504.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3367867,"Pericarditis,_constrictive",1.0,19322.0,19322.0,19322.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3758353,Bonda_people,34.0,49646.0,17562.0,117716.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4344280,Bibliography_of_Senegal,1.0,25134.0,25134.0,25134.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5241587,Adam_Fitzgerald,2.0,9050.0,9050.0,9051.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1237205,Poor_housing,2.0,80148.0,80147.0,80149.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4528113,Joseph%20Edgard%20Montegut,1.0,9208.0,9208.0,9208.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9472987,Diadegma_melanium,1.0,28339.0,28339.0,28339.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9420032,2008_in_movies,1.0,67171.0,67171.0,67171.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9774269,Luisinga,1.0,10299.0,10299.0,10299.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9303950,List_of_Cercan%C3%ADas_Madrid_stations,5.0,19677.0,15742.0,23613.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
10092688,Tricondyla_brunnipes,1.0,6507.0,6507.0,6507.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7545620,ATC_code_N06AF05,1.0,27193.0,27193.0,27193.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2793525,"Western_Line,_Auckland",16.0,132946.0,19703.0,843584.0,0.0,,,20160401,0.0,0.0,1.0,9501.0,9501.0,9501.0,1.0,,,,,
883721,Last_Resort_(song),99.0,78862.0,18683.0,206749.0,0.0,,,20160401,0.0,0.0,1.0,10718.0,10718.0,10718.0,1.0,,,,,
7848807,Eospilarctia_yuennanica,2.0,8309.0,8307.0,8312.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7841004,Distal_interphalangeal_joint_(disambiguation),3.0,12955.0,7403.0,24054.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1669863,Vanderpump_Rules_After_Show,18.0,32610.0,14400.0,64179.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1605449,Tyler_Walker(NASCAR),1.0,22330.0,22330.0,22330.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
405099,Daddy_%281991_film%29,1.0,12037.0,12037.0,12037.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5286564,Call_of_Duty_Official_Soundtrack_Sampler_(album),2.0,26394.0,26394.0,26394.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7030842,Cassinia_copensis,2.0,16186.0,7634.0,24739.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6246248,Talk%3ACarnivorous_plant,4.0,12705.0,12696.0,12708.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9499349,Goodbye%2BIn%2BRussian%2BLanguage,1.0,6539.0,6539.0,6539.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9708694,Dukes_of_Brissac,1.0,10673.0,10673.0,10673.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1947810,Berrichon_dialect,6.0,8504.0,0.0,10210.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4636951,Osmond_Brothers,12.0,58620.0,30663.0,162323.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1820229,15015,1.0,6474.0,6474.0,6474.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5536415,Son_Exce,1.0,6486.0,6486.0,6486.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3050662,Elizabeth_Harris,3.0,11089.0,7099.0,15080.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
10043417,Phalonidia_elderana,1.0,8053.0,8053.0,8053.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2306082,Kauno_Arena,2.0,27630.0,27630.0,27630.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3350196,Oswaldslow_(hundred),5.0,147933.0,147933.0,147933.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7727411,Scroll_of_Fire,4.0,19295.0,9652.0,28938.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9349603,Quri%20Chay,1.0,12637.0,12637.0,12637.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4857447,Baturros,1.0,24391.0,24391.0,24391.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8367203,Long_Days_And_Vague_Clues_%28song%29,1.0,10773.0,10773.0,10773.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3897664,Hammond_High_School_(Louisiana),7.0,14288.0,10075.0,35337.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3336903,Nu_Boyana_Film,11.0,12904.0,9385.0,28155.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3050385,Elisabeth_Murdoch_College,4.0,15415.0,9298.0,30085.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3150995,Installment_in_full,1.0,6508.0,6508.0,6508.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8003037,%E5%8D%97%E6%98%8C%E6%89%91%E5%85%8B%E5%88%86%E6%9E%90%E4%BB%AA%E8%A1%A3%E6%9C%8D%E9%95%9C%E5%A4%B4%E3%80%90%E8%B5%A2%E9%92%B1%E8%A7%86%E9%A2%91%E5%BE%AE%E4%BF%A1daitoubge%E3%80%918606,1.0,6832.0,6832.0,6832.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2322350,Kutty_(2001_film),18.0,15937.0,9730.0,48655.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7363932,Gombe_Lawanti_International_Airport,2.0,25192.0,10610.0,39775.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8564218,"Franjo%20Poto%c4%8dnik%20%5bi.e.,%20Emilio%20Bla%c5%beevi%c4%87%5d",1.0,4708.0,4708.0,4708.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5642980,Beat_House_Project_-_Mi_smo_bili_laz,1.0,6567.0,6567.0,6567.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9319043,Mike_Nichols_(disambiguation),1.0,6955.0,6955.0,6955.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7493312,Susan_B.A._Somers-Willett,1.0,7928.0,7928.0,7928.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4386298,Clothes_(1920_film),1.0,8705.0,8705.0,8705.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5950322,11110,3.0,14889.0,14888.0,14892.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5504876,Restimulate,1.0,6476.0,6476.0,6476.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4119437,Roelof_Koets_%28Zwolle%29,1.0,8893.0,8893.0,8893.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2385925,Mandible_fracture,4.0,32121.0,32121.0,32124.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2532929,Qwerty,41.0,166442.0,0.0,485221.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2645047,Suruga%20Bay,1.0,13549.0,13549.0,13549.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6302711,2014_Prudential_RideLondon%E2%80%93Surrey_Classic,1.0,14560.0,14560.0,14560.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1572251,Timi%C8%99oara,313.0,785659.0,152271.0,1539267.0,0.0,0.0,Timi%C8%99oara,20160401.0,1.0,0.0,,,,,,,,,,
9374055,St._Brendan%27s_Ardfert_GAA,11.0,284336.0,12273.0,556400.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9783123,Met_de_Dacia_Lodgy_onderweg,1.0,6542.0,6542.0,6542.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9706956,Donald_M._Stromquist_Residence,1.0,18169.0,18169.0,18169.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6470728,Korle-Bu_Nurses_Training_College,2.0,9831.0,9829.0,9834.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4212132,UK_by_elections,1.0,17294.0,17294.0,17294.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5084352,"Oas,_Albay",17.0,23362.0,15432.0,56746.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6931602,Superciliated_wren,1.0,8937.0,8937.0,8937.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3086484,Front_seven,1.0,61707.0,61707.0,61707.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7822761,Category%3aAcademies_in_Hillingdon,1.0,22619.0,22619.0,22619.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
972222,Luigi_Largo,1.0,27328.0,27328.0,27328.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5889799,SpartaRider_Painter,1.0,6502.0,6502.0,6502.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9946224,Dowell_O%27Reilly,1.0,11297.0,11297.0,11297.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7047352,D120_(Croatia),1.0,57392.0,57392.0,57392.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7840650,Diplomatic_missions_of_Afghanistan,2.0,16015.0,16014.0,16016.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8442512,Talk%3AWalter_Benjamin,1.0,24517.0,24517.0,24517.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8535776,Civil_Supplies_Department_of_Kerala,2.0,6846.0,6846.0,6846.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7961389,Shilas_(surname),1.0,6511.0,6511.0,6511.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6136035,List_of_schools_of_pharmacy_in_Australia,1.0,56166.0,56166.0,56166.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
768508,James_Currie_(physician),8.0,35908.0,14307.0,95920.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7401379,Kung_Fu_Panda_3_(2016_film),1.0,25344.0,25344.0,25344.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
10161810,Latvia_Basketball_Association,,,,,,,,20160401,0.0,0.0,1.0,7849.0,7849.0,7849.0,1.0,,,,,
7922741,Nadeau_Robert,1.0,6504.0,6504.0,6504.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5293687,Chanh_Phuong_Films,1.0,6518.0,6518.0,6518.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6895319,Representing_Border,3.0,18253.0,9753.0,35254.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7630354,"Gurvan_tes,_Omnoegovi",1.0,9055.0,9055.0,9055.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9774821,Lyon_G._Tyler,2.0,26890.0,26890.0,26890.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7645178,Islands%27_fraternity_and_unity_party,1.0,6571.0,6571.0,6571.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7690251,National_Threshers_Association,3.0,4561.0,0.0,9123.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
102033,Al-Sarafiya_bridge,6.0,19760.0,10143.0,37153.0,0.0,,,20160401,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,
2659760,Tea_warmer,1.0,6492.0,6492.0,6492.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6057465,Fat_Burning_Supplements_Yahoo_Sd,1.0,6547.0,6547.0,6547.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
10223562,List_of_atheists_in_science_and_technology/Archive_index,,,,,,,,20160401,0.0,0.0,1.0,32953.0,32953.0,32953.0,1.0,,,,,
961624,Look_At_Me_Now,3.0,7219.0,7210.0,7224.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6379481,"Danyel_Gerard_-_Butterfly_%26_Severine_-_Olala_l%27amour,_der_Zirkus_f%C3%A4ngt_schon_wieder_an_1972",1.0,6781.0,6781.0,6781.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
817329,Judeo-Iranian_languages,24.0,55164.0,16243.0,105380.0,0.0,,,20160401,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,
127413,Amir_Sadollah,115.0,111625.0,42161.0,210910.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9037922,Heybridge,1.0,6921.0,6921.0,6921.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3920806,If_Love_Lives_in_Your_Heart,2.0,19044.0,19044.0,19044.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
120071,Alpine_(software),1.0,15296.0,15296.0,15296.0,0.0,,,20160401,0.0,0.0,1.0,7542.0,7542.0,7542.0,1.0,,,,,
4496767,Hugh_Blake,6.0,20022.0,13174.0,54235.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6326450,Articles_for_deletion/Arts_Talk_with_the_Johnson_Brothers,1.0,6594.0,6594.0,6594.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4557343,Les_Planchettes_%28Neuchatel%29,1.0,16334.0,16334.0,16334.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7735635,Spermacetis,1.0,6475.0,6475.0,6475.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9241420,EIP_register,1.0,51352.0,51352.0,51352.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4564961,List_of_animal_cryptids,1.0,35413.0,35413.0,35413.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6786896,ICC_Cricket_World_Cup_2015_attendance,1.0,21122.0,21122.0,21122.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7098239,Hoscar,2.0,11816.0,11814.0,11819.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9367490,Shitting_everywhere,1.0,6508.0,6508.0,6508.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8182422,Salom%C3%A8_-_una_storia,1.0,6539.0,6539.0,6539.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6509971,Muan_Airport,2.0,12742.0,12742.0,12742.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2232186,Howmeh_Rural_District_(South_Khorasan_Province),1.0,9871.0,9871.0,9871.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3654851,%C3%85land_University_of_Applied_Sciences,6.0,15511.0,9005.0,32505.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1653803,VFA-22,45.0,63879.0,19055.0,116264.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
22751,1936%E2%80%9337_Detroit_Red_Wings_season,5.0,24995.0,19991.0,39980.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2725904,Vanderbilt_Commodores_Basketball,1.0,22569.0,22569.0,22569.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4626618,Northeastern_United_States_(disambiguation),7.0,11857.0,7598.0,25542.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9362061,Samuel_Emory_Davis,1.0,87900.0,87900.0,87900.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5153605,Smitten_(Buffalo_Tom_album),3.0,8882.0,8879.0,8886.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4137967,Scottish_Independence_War,1.0,34714.0,34714.0,34714.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7081284,Gemmula_cosmoi,2.0,4072.0,0.0,8144.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1847323,2A70,2.0,15329.0,6467.0,24191.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2091919,Durham%E2%80%93Perry_Farmstead,1.0,37619.0,37619.0,37619.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
10016638,Marjan_Lazovski,1.0,8915.0,8915.0,8915.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8985448,Caribou_River_(Rainy_River_District),1.0,9780.0,9780.0,9780.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6582479,Sometimes_I_Don%27t_Know_What_To_Feel,1.0,10924.0,10924.0,10924.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2618062,Sonali_Jaffar,2.0,15570.0,6506.0,24634.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2302053,Kammeri,1.0,10722.0,10722.0,10722.0,0.0,,,20160401,0.0,0.0,1.0,9134.0,9134.0,9134.0,1.0,,,,,
1672817,Variable_grass_mouse,3.0,22627.0,17034.0,28221.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6876101,Paulo_Vinicius_Souza_dos_Santos,1.0,11489.0,11489.0,11489.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3970571,LGBT_rights_in_S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe,9.0,18211.0,11683.0,52224.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6892999,Ravenshead_C_of_E_Primary_School,1.0,13936.0,13936.0,13936.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5993772,Ben_Taylor_(swimmer),1.0,6528.0,6528.0,6528.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1110920,Needle_2Bdrag,1.0,6497.0,6497.0,6497.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7305802,Bucaniidae,4.0,14334.0,10751.0,21502.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3219932,"Largie_Castle,_Rhunahaorine",3.0,8152.0,8149.0,8156.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6289800,%E6%89%8E%E5%B0%94%E5%85%B9%E6%A2%85%E5%88%A9,1.0,6573.0,6573.0,6573.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2362477,Lita_Stevens,1.0,24584.0,24584.0,24584.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9893478,Adana_Film_Festival,1.0,13548.0,13548.0,13548.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5771229,Kelly_Heaton,3.0,16315.0,16312.0,16322.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5065281,Momoka,6.0,7471.0,7462.0,7476.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6325866,Art_supply,2.0,19729.0,19729.0,19729.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6311034,Adhi_Kaalai_Subhavelai_HD_Song,1.0,6544.0,6544.0,6544.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1782785,Y.A.G.I,13.0,18114.0,10220.0,50415.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2488592,Pantankyloblepharon,1.0,6492.0,6492.0,6492.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7576869,Callahan_st_patricks,1.0,6509.0,6509.0,6509.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7339588,ERJOCK,1.0,6469.0,6469.0,6469.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2813364,Willie_l._brown_jr,1.0,6516.0,6516.0,6516.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1320538,Robinson_Jeffers,104.0,103889.0,19654.0,290143.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3855058,Farimang_Mamadi_Singateh,5.0,15744.0,9451.0,18892.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2556356,Roaring_Spring_Historic_District,1.0,58494.0,58494.0,58494.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5201260,VMFAT-201,1.0,6478.0,6478.0,6478.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6107122,Jeff%20Pearlman,1.0,13424.0,13424.0,13424.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1683504,Veni_Sancte_Spiritus_(Mozart),9.0,18627.0,10539.0,75206.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8862584,Nommre,1.0,6468.0,6468.0,6468.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7775290,%E6%97%B6%E6%97%B6%E5%BD%A9%E5%B9%B3%E5%9D%87%E5%88%A9%E6%B6%A6%E8%AE%A1%E7%AE%97%E5%99%A8%E3%80%90%E6%80%BB%E4%BB%A3QQ460888108%E3%80%91%E9%87%8D%E5%BA%86%E5%80%8D%E6%8A%95%E8%AE%A1%E5%88%92%E8%BD%AF%E4%BB%B6%E6%96%B9%E6%A1%88%E8%B5%B0%E5%8A%BF%E4%B8%87%E8%83%BD%E6%8E%A8%E6%B3%A2%E8%BF%BD%E5%8F%B716,1.0,7042.0,7042.0,7042.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3456784,Shelby_L_Barhorst,1.0,6508.0,6508.0,6508.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8720448,463rd_Troop_Carrier_Wing_USAF,1.0,25434.0,25434.0,25434.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1293491,Refurbishment_(electronics),527.0,212685.0,114498.0,346699.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7653836,Just_click_on_the_gradient_image_2E,1.0,6552.0,6552.0,6552.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9093522,Nonanonymous,1.0,6476.0,6476.0,6476.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7307856,CIFA(computer),1.0,8551.0,8551.0,8551.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
519108,Eunos_(automobile),60.0,55282.0,14970.0,161771.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9580811,R%C4%99biska,1.0,10109.0,10109.0,10109.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3892035,Guerilla_Warfare,2.0,17421.0,7229.0,27613.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6307894,AUC_(disambiguation),3.0,13113.0,8742.0,17484.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5389191,Isolava,1.0,6471.0,6471.0,6471.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7344346,English_springer_spaniel,5.0,26726.0,26726.0,26726.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8041072,Boots_off_in_a_sweaty_bare_sole_hypnotic_session,1.0,6587.0,6587.0,6587.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9705175,Dilazak/oDilazak,1.0,6497.0,6497.0,6497.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1398395,Sherman,172.0,75443.0,20844.0,156392.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3774919,Capacitive_deionization,55.0,58483.0,0.0,150472.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3736293,Ayu_Azhari,20.0,35892.0,12821.0,65321.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5867579,SAPROGENICITY,1.0,6487.0,6487.0,6487.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6794585,Ivy_%28singer%29,4.0,13022.0,0.0,17368.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
10007139,Lintervento_di_luca_reitano_a_editoria_di_quarta_generazione,1.0,6600.0,6600.0,6600.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6606207,Thlaspi_septigerum,1.0,6506.0,6506.0,6506.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2784133,"Weldon,_Texas",8.0,22705.0,11754.0,44196.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
7575097,Buzz!_The_Sports_Quiz,1.0,10683.0,10683.0,10683.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5200390,Use_of_force_in_international_relations,1.0,6549.0,6549.0,6549.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
8507345,Alzeimer,1.0,6621.0,6621.0,6621.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5006237,Joseph_l._doob,1.0,24683.0,24683.0,24683.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
6202147,Ranfurly_Shield_1920-1929,1.0,54460.0,54460.0,54460.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
2486478,Pakkambadi,3.0,24491.0,24491.0,24491.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
5167746,Surgery_scheduler_freaking_awesome,1.0,6542.0,6542.0,6542.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1813624,%E7%87%89%E7%89%9B%E8%82%89,1.0,6526.0,6526.0,6526.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
9496460,George_Munro_of_Auchinbowie,1.0,9398.0,9398.0,9398.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1191352,Parti_Populaire_Fran%C3%A7ais,15.0,40388.0,26490.0,113601.0,0.0,,,20160401,0.0,0.0,1.0,10110.0,10110.0,10110.0,1.0,,,,,
3401573,Raman_Cooling,4.0,10382.0,10375.0,10386.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
4379805,China_Metallurgical_Group_Corporation%26sa%3DU%26ved%3D0ahUKEwjL-fGU_9TLAhVP5GMKHVODCj4QFggfMAI%26usg%3DAFQjCNG3VoGVONdSAsf_OlZfJr9KviezBA,1.0,6883.0,6883.0,6883.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
1636070,Unix_manual,9.0,26352.0,17839.0,68069.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
3619679,Wyckoff_Glacier,2.0,26607.0,26604.0,26610.0,0.0,,,20160401,0.0,0.0,1.0,8626.0,8626.0,8626.0,1.0,,,,,
5064307,Mobile_Magazine,4.0,9167.0,9167.0,9167.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
42984,2009_European_Parliament_election,3.0,170886.0,60569.0,391518.0,0.0,,,20160401,0.0,0.0,,,,,,,,,,
